t,des_Base_Revolute-1,des_Arm-1_Revolute-2,des_Arm-2_Revolute-3,des_Arm-3_Revolute-4,des_Arm-4_Revolute-5,des_Arm-5_Revolute-6,act_Base_Revolute-1,act_Arm-1_Revolute-2,act_Arm-2_Revolute-3,act_Arm-3_Revolute-4,act_Arm-4_Revolute-5,act_Arm-5_Revolute-6,ee_act_x,ee_act_y,ee_act_z,ee_des_x,ee_des_y,ee_des_z
0.157857192,-2.4900534926944706,1.816371864959983,-1.9735620673378318,-0.15720205304655668,-2.2223355934742184,1.5707878256844712,-2.4900533296330933,1.8165362802060026,-1.973751778984739,-0.15722735784484843,-2.2223354479660715,1.5707877169641975,0.10002114646854889,1.6248100683069477e-05,0.30007003622414796,nan,nan,nan
0.16749934700000002,-2.4900534927249307,1.8161768441443853,-1.973337050735237,-0.1571720473053011,-2.2223355934756808,1.5707878326460416,-2.490053435850058,1.8163550920346918,-1.9735427173890934,-0.1571994751688539,-2.22233554273922,1.5707877904212053,0.10002114646854889,1.6248100683069477e-05,0.30007003622414796,nan,nan,nan
0.17752816200000002,-2.490053492760267,1.8159506042019762,-1.9730760132503091,-0.15713723821503647,-2.2223355934773767,1.5707878407220273,-2.490053470701825,1.816173006716725,-1.973332624160115,-0.15717145796269885,-2.2223355738198807,1.5707878188893503,0.10002114646854889,1.6248100683069477e-05,0.30007003622414796,nan,nan,nan
0.18753743,-2.4900534927994693,1.8156996130841696,-1.972786417657976,-0.15709862092941354,-2.222335593479259,1.5707878496815444,-2.4900534850817833,1.815946077763841,-1.9730707909854397,-0.1571365421575265,-2.2223355866238452,1.5707878360391807,0.10005598549676888,4.270104737771549e-05,0.30018559732878203,nan,nan,nan
0.19751954600000002,-2.4900534928426556,1.8154231112536952,-1.972467387597959,-0.15705607858665643,-2.2223355934813322,1.570787859551706,-2.4900534901243088,1.8156841974753797,-1.9727686311340518,-0.15709624922754103,-2.2223355910896827,1.570787848542682,0.10005598549676888,4.270104737771549e-05,0.30018559732878203,nan,nan,nan
0.207500972,-2.490053492890091,1.8151194060887783,-1.9721169701094943,-0.15700935076138017,-2.222335593483609,1.5707878703929326,-2.490053491913209,1.8153964570731635,-1.9724366338330142,-0.1570519776418125,-2.2223355926482964,1.5707878599141993,0.10005598549676888,4.270104737771549e-05,0.30018559732878203,nan,nan,nan
0.21752638000000002,-2.490053492942176,1.8147859299507323,-1.9717322026301884,-0.15695804239882166,-2.2223355934861098,1.5707878822968804,-2.4900534925284683,1.8151189155845278,-1.9721164041788979,-0.15700927531001974,-2.2223355931607975,1.570787870182263,0.10005598549676888,4.270104737771549e-05,0.30018559732878203,nan,nan,nan
0.227554323,-2.490053492998894,1.814422796237734,-1.9713132159997813,-0.1569021709463307,-2.2223355934888325,1.5707878952595016,-2.490053492816384,1.8147838567714798,-1.9717298105847485,-0.15695772342682732,-2.2223355933735642,1.5707878822913246,0.10005598549676888,4.270104737771549e-05,0.30018559732878203,nan,nan,nan
0.23756717800000002,-2.490053493060295,1.8140296761986345,-1.9708596309025237,-0.15684168582252755,-2.22233559349178,1.5707879092925308,-2.4900534929574847,1.8144063731049678,-1.9712942668572773,-0.15689964409834026,-2.222335593449707,1.5707878958180095,0.10011740210006932,8.953892943659378e-05,0.30039005554243436,nan,nan,nan
0.24752110200000002,-2.4900534931262146,1.8136076238365095,-1.9703726634557333,-0.15677674919545298,-2.2223355934949445,1.5707879243583442,-2.4900534930484444,1.8140073820879308,-1.970833907776537,-0.15683825566932502,-2.22233559347826,1.5707879100786806,0.10011740210006932,8.953892943659378e-05,0.30039005554243436,nan,nan,nan
0.257684921,-2.4900534931986615,1.8131437844238398,-1.9698374817702877,-0.15670538324737165,-2.222335593498422,1.5707879409158112,-2.490053493125236,1.8135796646471891,-1.970340403915491,-0.15677244741745222,-2.22233559349038,1.5707879253530177,0.10011740210006932,8.953892943659378e-05,0.30039005554243436,nan,nan,nan
